sample_accuracy,sample_tp,sample_tn,sample_fp,sample_fn,num_samples,top1_idx,top1_positive,has_positive,top1_tp,top1_fp,top1_tn,top1_fn,prediction_idx,prediction_class,prediction_accuracy,prediction_tp,prediction_tn,prediction_fp,prediction_fn,model_params,verifier_subset,weaver_sample_scores,class_balance,problem,set,close_train_idx,distance,difficulty
0.98,98,0,2,0,100,0,1,1,1,0,0,0,0,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",0.98,0,test,,0.0,9
0.99,99,0,1,0,100,6,1,1,1,0,0,0,6,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",0.99,1,test,,0.0,9
0.17,17,0,83,0,100,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",0.17,2,test,,0.0,1
0.07,7,0,93,0,100,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",0.07,3,test,,0.0,0
1.0,100,0,0,0,100,13,1,1,1,0,0,0,13,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",1.0,4,test,,0.0,9
0.52,52,0,48,0,100,1,1,1,1,0,0,0,1,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987]",0.52,5,test,,0.0,5
0.25,25,0,75,0,100,19,1,1,1,0,0,0,19,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",0.25,6,test,,0.0,2
0.98,98,0,2,0,100,1,1,1,1,0,0,0,1,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987]",0.98,7,test,,0.0,9
0.75,75,0,25,0,100,15,1,1,1,0,0,0,15,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242]",0.75,8,test,,0.0,7
1.0,100,0,0,0,100,0,1,1,1,0,0,0,0,1,1,1,0,0,0,"(array([0.51885974]), array([0.78757751]), array([0.20596853]), array([0.46836087]))",['QwenPRM_avg_scores (7.63B)'],"[0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.8254173451139987, 0.5274368949546242, 0.5274368949546242, 0.8254173451139987, 0.5274368949546242]",1.0,9,test,,0.0,9
